id,text,category,subcategory,safety_score,feasibility_score,utility_score,risk_level,tags
exp_776,糖尿病管理要结合饮食、运动和监测，主食可用全谷物/杂豆替代一部分精米面；出现低血糖症状（出汗、心慌、手抖）需及时补糖并评估原因,老人养生,慢病管理,96,89,97,safe,"['血糖', '低血糖', '全谷物', '监测']"
exp_777,老年人建议接种流感疫苗和肺炎球菌疫苗以降低重症风险，尤其是慢病人群；具体接种时机与禁忌需咨询接种门诊,老人养生,日常养生,94,75,95,safe,"['疫苗', '流感', '肺炎球菌', '预防']"
exp_778,改善睡眠优先从睡眠卫生入手：规律作息、下午避免浓茶咖啡、睡前减少屏幕刺激；长期依赖安眠药可能带来跌倒和认知风险，需在医生指导下调整,老人养生,睡眠养生,97,83,87,safe,"['睡眠卫生', '失眠', '用药风险', '规律作息']"
exp_779,老年人常见多病共存，建议用药清单随身携带并定期做药物复核，避免自行叠加止痛药、感冒药等重复成分；出现不良反应及时就医,老人养生,用药安全,98,86,98,safe,"['多重用药', '药物复核', '不良反应', '安全']"
exp_780,老年抑郁和焦虑并不少见，持续两周以上的情绪低落、兴趣下降或睡眠食欲改变应寻求专业评估；保持社交和适度运动可改善情绪,老人养生,心理健康,95,78,90,safe,"['心理健康', '抑郁', '社交', '运动']"
exp_781,老年人每周累计≥150分钟中等强度有氧运动（快走、骑车等）并配合2-3次力量训练，可延缓肌少症并改善心肺功能；运动强度以能说话但略喘为宜,老人养生,运动养生,92,74,94,safe,"['有氧', '力量训练', '肌少症', '心肺']"
exp_782,老年人控盐有助于降低血压风险，建议少吃咸菜、腌制品和高钠加工食品，做菜少放酱油/味精并学会看营养成分表中的钠含量,老人养生,饮食健康,91,89,92,safe,"['低盐', '高血压', '控钠', '饮食']"
exp_783,老年抑郁和焦虑并不少见，持续两周以上的情绪低落、兴趣下降或睡眠食欲改变应寻求专业评估；保持社交和适度运动可改善情绪,老人养生,心理健康,94,89,91,safe,"['心理健康', '抑郁', '社交', '运动']"
exp_784,预防跌倒要同时做环境改造（防滑垫、夜灯、卫生间扶手）和能力训练（下肢力量、平衡训练）；起夜时先坐起再站立，减少体位性低血压,老人养生,居家安全,97,86,95,safe,"['防跌倒', '扶手', '平衡训练', '夜灯']"
exp_785,老年人应保证优质蛋白（鱼蛋奶豆瘦肉）与足量蔬果摄入，钙和维生素D有助于骨骼健康；骨头汤钙含量有限，是否补充钙剂应结合饮食与医生建议,老人养生,营养补充,96,85,93,safe,"['蛋白质', '补钙', '维生素D', '骨健康']"
exp_786,老年人常见多病共存，建议用药清单随身携带并定期做药物复核，避免自行叠加止痛药、感冒药等重复成分；出现不良反应及时就医,老人养生,用药安全,100,86,95,safe,"['多重用药', '药物复核', '不良反应', '安全']"
exp_787,糖尿病管理要结合饮食、运动和监测，主食可用全谷物/杂豆替代一部分精米面；出现低血糖症状（出汗、心慌、手抖）需及时补糖并评估原因,老人养生,慢病管理,93,82,92,safe,"['血糖', '低血糖', '全谷物', '监测']"
exp_788,老年人应保证优质蛋白（鱼蛋奶豆瘦肉）与足量蔬果摄入，钙和维生素D有助于骨骼健康；骨头汤钙含量有限，是否补充钙剂应结合饮食与医生建议,老人养生,营养补充,97,81,89,safe,"['蛋白质', '补钙', '维生素D', '骨健康']"
exp_789,老年抑郁和焦虑并不少见，持续两周以上的情绪低落、兴趣下降或睡眠食欲改变应寻求专业评估；保持社交和适度运动可改善情绪,老人养生,心理健康,92,88,95,safe,"['心理健康', '抑郁', '社交', '运动']"
exp_790,老年人应保证优质蛋白（鱼蛋奶豆瘦肉）与足量蔬果摄入，钙和维生素D有助于骨骼健康；骨头汤钙含量有限，是否补充钙剂应结合饮食与医生建议,老人养生,营养补充,97,81,94,safe,"['蛋白质', '补钙', '维生素D', '骨健康']"
exp_791,糖尿病管理要结合饮食、运动和监测，主食可用全谷物/杂豆替代一部分精米面；出现低血糖症状（出汗、心慌、手抖）需及时补糖并评估原因,老人养生,慢病管理,95,79,95,safe,"['血糖', '低血糖', '全谷物', '监测']"
exp_792,老年人控盐有助于降低血压风险，建议少吃咸菜、腌制品和高钠加工食品，做菜少放酱油/味精并学会看营养成分表中的钠含量,老人养生,饮食健康,98,87,92,safe,"['低盐', '高血压', '控钠', '饮食']"
exp_793,高血压患者建议固定时间测血压并记录，家庭自测可帮助医生调整方案；擅自停药或频繁换药会增加脑卒中风险，应遵医嘱,老人养生,慢病管理,99,86,96,safe,"['血压监测', '用药依从', '卒中预防', '遵医嘱']"
exp_794,老年抑郁和焦虑并不少见，持续两周以上的情绪低落、兴趣下降或睡眠食欲改变应寻求专业评估；保持社交和适度运动可改善情绪,老人养生,心理健康,97,79,91,safe,"['心理健康', '抑郁', '社交', '运动']"
exp_795,老年人常见多病共存，建议用药清单随身携带并定期做药物复核，避免自行叠加止痛药、感冒药等重复成分；出现不良反应及时就医,老人养生,用药安全,100,77,91,safe,"['多重用药', '药物复核', '不良反应', '安全']"
exp_796,糖尿病管理要结合饮食、运动和监测，主食可用全谷物/杂豆替代一部分精米面；出现低血糖症状（出汗、心慌、手抖）需及时补糖并评估原因,老人养生,慢病管理,96,86,94,safe,"['血糖', '低血糖', '全谷物', '监测']"
exp_797,高血压患者建议固定时间测血压并记录，家庭自测可帮助医生调整方案；擅自停药或频繁换药会增加脑卒中风险，应遵医嘱,老人养生,慢病管理,97,82,91,safe,"['血压监测', '用药依从', '卒中预防', '遵医嘱']"
exp_798,糖尿病管理要结合饮食、运动和监测，主食可用全谷物/杂豆替代一部分精米面；出现低血糖症状（出汗、心慌、手抖）需及时补糖并评估原因,老人养生,慢病管理,98,83,96,safe,"['血糖', '低血糖', '全谷物', '监测']"
exp_799,高血压患者建议固定时间测血压并记录，家庭自测可帮助医生调整方案；擅自停药或频繁换药会增加脑卒中风险，应遵医嘱,老人养生,慢病管理,94,81,99,safe,"['血压监测', '用药依从', '卒中预防', '遵医嘱']"
exp_800,高血压患者建议固定时间测血压并记录，家庭自测可帮助医生调整方案；擅自停药或频繁换药会增加脑卒中风险，应遵医嘱,老人养生,慢病管理,97,78,90,safe,"['血压监测', '用药依从', '卒中预防', '遵医嘱']"
exp_801,老年人常见多病共存，建议用药清单随身携带并定期做药物复核，避免自行叠加止痛药、感冒药等重复成分；出现不良反应及时就医,老人养生,用药安全,100,84,92,safe,"['多重用药', '药物复核', '不良反应', '安全']"
exp_802,高血压患者建议固定时间测血压并记录，家庭自测可帮助医生调整方案；擅自停药或频繁换药会增加脑卒中风险，应遵医嘱,老人养生,慢病管理,95,84,94,safe,"['血压监测', '用药依从', '卒中预防', '遵医嘱']"
exp_803,糖尿病管理要结合饮食、运动和监测，主食可用全谷物/杂豆替代一部分精米面；出现低血糖症状（出汗、心慌、手抖）需及时补糖并评估原因,老人养生,慢病管理,92,82,89,safe,"['血糖', '低血糖', '全谷物', '监测']"
exp_804,糖尿病管理要结合饮食、运动和监测，主食可用全谷物/杂豆替代一部分精米面；出现低血糖症状（出汗、心慌、手抖）需及时补糖并评估原因,老人养生,慢病管理,97,81,98,safe,"['血糖', '低血糖', '全谷物', '监测']"
exp_805,老年人建议接种流感疫苗和肺炎球菌疫苗以降低重症风险，尤其是慢病人群；具体接种时机与禁忌需咨询接种门诊,老人养生,日常养生,95,75,90,safe,"['疫苗', '流感', '肺炎球菌', '预防']"
exp_806,糖尿病管理要结合饮食、运动和监测，主食可用全谷物/杂豆替代一部分精米面；出现低血糖症状（出汗、心慌、手抖）需及时补糖并评估原因,老人养生,慢病管理,94,87,97,safe,"['血糖', '低血糖', '全谷物', '监测']"
exp_807,高血压患者建议固定时间测血压并记录，家庭自测可帮助医生调整方案；擅自停药或频繁换药会增加脑卒中风险，应遵医嘱,老人养生,慢病管理,93,86,94,safe,"['血压监测', '用药依从', '卒中预防', '遵医嘱']"
exp_808,老年人控盐有助于降低血压风险，建议少吃咸菜、腌制品和高钠加工食品，做菜少放酱油/味精并学会看营养成分表中的钠含量,老人养生,饮食健康,92,90,87,safe,"['低盐', '高血压', '控钠', '饮食']"
exp_809,老年人建议接种流感疫苗和肺炎球菌疫苗以降低重症风险，尤其是慢病人群；具体接种时机与禁忌需咨询接种门诊,老人养生,日常养生,100,73,95,safe,"['疫苗', '流感', '肺炎球菌', '预防']"
exp_810,老年人每周累计≥150分钟中等强度有氧运动（快走、骑车等）并配合2-3次力量训练，可延缓肌少症并改善心肺功能；运动强度以能说话但略喘为宜,老人养生,运动养生,95,79,99,safe,"['有氧', '力量训练', '肌少症', '心肺']"
exp_811,老年人控盐有助于降低血压风险，建议少吃咸菜、腌制品和高钠加工食品，做菜少放酱油/味精并学会看营养成分表中的钠含量,老人养生,饮食健康,98,86,92,safe,"['低盐', '高血压', '控钠', '饮食']"
exp_812,老年人常见多病共存，建议用药清单随身携带并定期做药物复核，避免自行叠加止痛药、感冒药等重复成分；出现不良反应及时就医,老人养生,用药安全,96,87,91,safe,"['多重用药', '药物复核', '不良反应', '安全']"
exp_813,预防跌倒要同时做环境改造（防滑垫、夜灯、卫生间扶手）和能力训练（下肢力量、平衡训练）；起夜时先坐起再站立，减少体位性低血压,老人养生,居家安全,100,82,100,safe,"['防跌倒', '扶手', '平衡训练', '夜灯']"
exp_814,糖尿病管理要结合饮食、运动和监测，主食可用全谷物/杂豆替代一部分精米面；出现低血糖症状（出汗、心慌、手抖）需及时补糖并评估原因,老人养生,慢病管理,97,90,98,safe,"['血糖', '低血糖', '全谷物', '监测']"
exp_815,老年人常见多病共存，建议用药清单随身携带并定期做药物复核，避免自行叠加止痛药、感冒药等重复成分；出现不良反应及时就医,老人养生,用药安全,97,88,92,safe,"['多重用药', '药物复核', '不良反应', '安全']"
exp_816,老年人每周累计≥150分钟中等强度有氧运动（快走、骑车等）并配合2-3次力量训练，可延缓肌少症并改善心肺功能；运动强度以能说话但略喘为宜,老人养生,运动养生,93,86,96,safe,"['有氧', '力量训练', '肌少症', '心肺']"
exp_817,老年人建议接种流感疫苗和肺炎球菌疫苗以降低重症风险，尤其是慢病人群；具体接种时机与禁忌需咨询接种门诊,老人养生,日常养生,93,80,94,safe,"['疫苗', '流感', '肺炎球菌', '预防']"
exp_818,糖尿病管理要结合饮食、运动和监测，主食可用全谷物/杂豆替代一部分精米面；出现低血糖症状（出汗、心慌、手抖）需及时补糖并评估原因,老人养生,慢病管理,95,85,99,safe,"['血糖', '低血糖', '全谷物', '监测']"
exp_819,改善睡眠优先从睡眠卫生入手：规律作息、下午避免浓茶咖啡、睡前减少屏幕刺激；长期依赖安眠药可能带来跌倒和认知风险，需在医生指导下调整,老人养生,睡眠养生,96,82,93,safe,"['睡眠卫生', '失眠', '用药风险', '规律作息']"
exp_820,老年人每周累计≥150分钟中等强度有氧运动（快走、骑车等）并配合2-3次力量训练，可延缓肌少症并改善心肺功能；运动强度以能说话但略喘为宜,老人养生,运动养生,94,79,99,safe,"['有氧', '力量训练', '肌少症', '心肺']"
exp_821,高血压患者建议固定时间测血压并记录，家庭自测可帮助医生调整方案；擅自停药或频繁换药会增加脑卒中风险，应遵医嘱,老人养生,慢病管理,99,90,99,safe,"['血压监测', '用药依从', '卒中预防', '遵医嘱']"
exp_822,老年抑郁和焦虑并不少见，持续两周以上的情绪低落、兴趣下降或睡眠食欲改变应寻求专业评估；保持社交和适度运动可改善情绪,老人养生,心理健康,90,76,90,safe,"['心理健康', '抑郁', '社交', '运动']"
exp_823,预防跌倒要同时做环境改造（防滑垫、夜灯、卫生间扶手）和能力训练（下肢力量、平衡训练）；起夜时先坐起再站立，减少体位性低血压,老人养生,居家安全,100,86,98,safe,"['防跌倒', '扶手', '平衡训练', '夜灯']"
exp_824,老年人建议接种流感疫苗和肺炎球菌疫苗以降低重症风险，尤其是慢病人群；具体接种时机与禁忌需咨询接种门诊,老人养生,日常养生,98,85,95,safe,"['疫苗', '流感', '肺炎球菌', '预防']"
exp_825,老年抑郁和焦虑并不少见，持续两周以上的情绪低落、兴趣下降或睡眠食欲改变应寻求专业评估；保持社交和适度运动可改善情绪,老人养生,心理健康,92,89,94,safe,"['心理健康', '抑郁', '社交', '运动']"
exp_826,老年人控盐有助于降低血压风险，建议少吃咸菜、腌制品和高钠加工食品，做菜少放酱油/味精并学会看营养成分表中的钠含量,老人养生,饮食健康,92,93,96,safe,"['低盐', '高血压', '控钠', '饮食']"
exp_827,高血压患者建议固定时间测血压并记录，家庭自测可帮助医生调整方案；擅自停药或频繁换药会增加脑卒中风险，应遵医嘱,老人养生,慢病管理,95,86,96,safe,"['血压监测', '用药依从', '卒中预防', '遵医嘱']"
exp_828,高血压患者建议固定时间测血压并记录，家庭自测可帮助医生调整方案；擅自停药或频繁换药会增加脑卒中风险，应遵医嘱,老人养生,慢病管理,93,78,100,safe,"['血压监测', '用药依从', '卒中预防', '遵医嘱']"
exp_829,老年人应保证优质蛋白（鱼蛋奶豆瘦肉）与足量蔬果摄入，钙和维生素D有助于骨骼健康；骨头汤钙含量有限，是否补充钙剂应结合饮食与医生建议,老人养生,营养补充,95,93,92,safe,"['蛋白质', '补钙', '维生素D', '骨健康']"
exp_830,预防跌倒要同时做环境改造（防滑垫、夜灯、卫生间扶手）和能力训练（下肢力量、平衡训练）；起夜时先坐起再站立，减少体位性低血压,老人养生,居家安全,100,91,96,safe,"['防跌倒', '扶手', '平衡训练', '夜灯']"
exp_831,老年人控盐有助于降低血压风险，建议少吃咸菜、腌制品和高钠加工食品，做菜少放酱油/味精并学会看营养成分表中的钠含量,老人养生,饮食健康,96,83,92,safe,"['低盐', '高血压', '控钠', '饮食']"
exp_832,老年人常见多病共存，建议用药清单随身携带并定期做药物复核，避免自行叠加止痛药、感冒药等重复成分；出现不良反应及时就医,老人养生,用药安全,97,88,99,safe,"['多重用药', '药物复核', '不良反应', '安全']"
exp_833,改善睡眠优先从睡眠卫生入手：规律作息、下午避免浓茶咖啡、睡前减少屏幕刺激；长期依赖安眠药可能带来跌倒和认知风险，需在医生指导下调整,老人养生,睡眠养生,91,80,94,safe,"['睡眠卫生', '失眠', '用药风险', '规律作息']"
exp_834,老年抑郁和焦虑并不少见，持续两周以上的情绪低落、兴趣下降或睡眠食欲改变应寻求专业评估；保持社交和适度运动可改善情绪,老人养生,心理健康,93,89,91,safe,"['心理健康', '抑郁', '社交', '运动']"
exp_835,糖尿病管理要结合饮食、运动和监测，主食可用全谷物/杂豆替代一部分精米面；出现低血糖症状（出汗、心慌、手抖）需及时补糖并评估原因,老人养生,慢病管理,95,80,96,safe,"['血糖', '低血糖', '全谷物', '监测']"
exp_836,老年抑郁和焦虑并不少见，持续两周以上的情绪低落、兴趣下降或睡眠食欲改变应寻求专业评估；保持社交和适度运动可改善情绪,老人养生,心理健康,94,83,96,safe,"['心理健康', '抑郁', '社交', '运动']"
exp_837,改善睡眠优先从睡眠卫生入手：规律作息、下午避免浓茶咖啡、睡前减少屏幕刺激；长期依赖安眠药可能带来跌倒和认知风险，需在医生指导下调整,老人养生,睡眠养生,96,85,90,safe,"['睡眠卫生', '失眠', '用药风险', '规律作息']"
exp_838,老年人建议接种流感疫苗和肺炎球菌疫苗以降低重症风险，尤其是慢病人群；具体接种时机与禁忌需咨询接种门诊,老人养生,日常养生,94,77,87,safe,"['疫苗', '流感', '肺炎球菌', '预防']"
exp_839,老年人每周累计≥150分钟中等强度有氧运动（快走、骑车等）并配合2-3次力量训练，可延缓肌少症并改善心肺功能；运动强度以能说话但略喘为宜,老人养生,运动养生,93,77,93,safe,"['有氧', '力量训练', '肌少症', '心肺']"
exp_840,老年人控盐有助于降低血压风险，建议少吃咸菜、腌制品和高钠加工食品，做菜少放酱油/味精并学会看营养成分表中的钠含量,老人养生,饮食健康,92,91,89,safe,"['低盐', '高血压', '控钠', '饮食']"
exp_841,高血压患者建议固定时间测血压并记录，家庭自测可帮助医生调整方案；擅自停药或频繁换药会增加脑卒中风险，应遵医嘱,老人养生,慢病管理,98,84,91,safe,"['血压监测', '用药依从', '卒中预防', '遵医嘱']"
exp_842,预防跌倒要同时做环境改造（防滑垫、夜灯、卫生间扶手）和能力训练（下肢力量、平衡训练）；起夜时先坐起再站立，减少体位性低血压,老人养生,居家安全,97,89,100,safe,"['防跌倒', '扶手', '平衡训练', '夜灯']"
exp_843,老年抑郁和焦虑并不少见，持续两周以上的情绪低落、兴趣下降或睡眠食欲改变应寻求专业评估；保持社交和适度运动可改善情绪,老人养生,心理健康,94,86,91,safe,"['心理健康', '抑郁', '社交', '运动']"
exp_844,老年人每周累计≥150分钟中等强度有氧运动（快走、骑车等）并配合2-3次力量训练，可延缓肌少症并改善心肺功能；运动强度以能说话但略喘为宜,老人养生,运动养生,91,86,90,safe,"['有氧', '力量训练', '肌少症', '心肺']"
exp_845,预防跌倒要同时做环境改造（防滑垫、夜灯、卫生间扶手）和能力训练（下肢力量、平衡训练）；起夜时先坐起再站立，减少体位性低血压,老人养生,居家安全,96,89,92,safe,"['防跌倒', '扶手', '平衡训练', '夜灯']"
exp_846,老年人常见多病共存，建议用药清单随身携带并定期做药物复核，避免自行叠加止痛药、感冒药等重复成分；出现不良反应及时就医,老人养生,用药安全,99,90,96,safe,"['多重用药', '药物复核', '不良反应', '安全']"
exp_847,老年人常见多病共存，建议用药清单随身携带并定期做药物复核，避免自行叠加止痛药、感冒药等重复成分；出现不良反应及时就医,老人养生,用药安全,100,79,91,safe,"['多重用药', '药物复核', '不良反应', '安全']"
exp_848,老年人控盐有助于降低血压风险，建议少吃咸菜、腌制品和高钠加工食品，做菜少放酱油/味精并学会看营养成分表中的钠含量,老人养生,饮食健康,98,94,90,safe,"['低盐', '高血压', '控钠', '饮食']"
exp_849,高血压患者建议固定时间测血压并记录，家庭自测可帮助医生调整方案；擅自停药或频繁换药会增加脑卒中风险，应遵医嘱,老人养生,慢病管理,93,79,93,safe,"['血压监测', '用药依从', '卒中预防', '遵医嘱']"
exp_850,老年人每周累计≥150分钟中等强度有氧运动（快走、骑车等）并配合2-3次力量训练，可延缓肌少症并改善心肺功能；运动强度以能说话但略喘为宜,老人养生,运动养生,94,84,90,safe,"['有氧', '力量训练', '肌少症', '心肺']"
exp_851,预防跌倒要同时做环境改造（防滑垫、夜灯、卫生间扶手）和能力训练（下肢力量、平衡训练）；起夜时先坐起再站立，减少体位性低血压,老人养生,居家安全,100,82,92,safe,"['防跌倒', '扶手', '平衡训练', '夜灯']"
exp_852,老年人控盐有助于降低血压风险，建议少吃咸菜、腌制品和高钠加工食品，做菜少放酱油/味精并学会看营养成分表中的钠含量,老人养生,饮食健康,98,90,94,safe,"['低盐', '高血压', '控钠', '饮食']"
exp_853,老年抑郁和焦虑并不少见，持续两周以上的情绪低落、兴趣下降或睡眠食欲改变应寻求专业评估；保持社交和适度运动可改善情绪,老人养生,心理健康,92,88,93,safe,"['心理健康', '抑郁', '社交', '运动']"
exp_854,老年人应保证优质蛋白（鱼蛋奶豆瘦肉）与足量蔬果摄入，钙和维生素D有助于骨骼健康；骨头汤钙含量有限，是否补充钙剂应结合饮食与医生建议,老人养生,营养补充,93,86,91,safe,"['蛋白质', '补钙', '维生素D', '骨健康']"
exp_855,老年人控盐有助于降低血压风险，建议少吃咸菜、腌制品和高钠加工食品，做菜少放酱油/味精并学会看营养成分表中的钠含量,老人养生,饮食健康,98,82,92,safe,"['低盐', '高血压', '控钠', '饮食']"
exp_856,老年人常见多病共存，建议用药清单随身携带并定期做药物复核，避免自行叠加止痛药、感冒药等重复成分；出现不良反应及时就医,老人养生,用药安全,97,83,90,safe,"['多重用药', '药物复核', '不良反应', '安全']"
exp_857,糖尿病管理要结合饮食、运动和监测，主食可用全谷物/杂豆替代一部分精米面；出现低血糖症状（出汗、心慌、手抖）需及时补糖并评估原因,老人养生,慢病管理,95,83,91,safe,"['血糖', '低血糖', '全谷物', '监测']"
exp_858,糖尿病管理要结合饮食、运动和监测，主食可用全谷物/杂豆替代一部分精米面；出现低血糖症状（出汗、心慌、手抖）需及时补糖并评估原因,老人养生,慢病管理,93,79,97,safe,"['血糖', '低血糖', '全谷物', '监测']"
exp_859,老年抑郁和焦虑并不少见，持续两周以上的情绪低落、兴趣下降或睡眠食欲改变应寻求专业评估；保持社交和适度运动可改善情绪,老人养生,心理健康,97,80,89,safe,"['心理健康', '抑郁', '社交', '运动']"
exp_860,老年人控盐有助于降低血压风险，建议少吃咸菜、腌制品和高钠加工食品，做菜少放酱油/味精并学会看营养成分表中的钠含量,老人养生,饮食健康,94,93,89,safe,"['低盐', '高血压', '控钠', '饮食']"
exp_861,老年人控盐有助于降低血压风险，建议少吃咸菜、腌制品和高钠加工食品，做菜少放酱油/味精并学会看营养成分表中的钠含量,老人养生,饮食健康,92,93,92,safe,"['低盐', '高血压', '控钠', '饮食']"
exp_862,高血压患者建议固定时间测血压并记录，家庭自测可帮助医生调整方案；擅自停药或频繁换药会增加脑卒中风险，应遵医嘱,老人养生,慢病管理,98,89,97,safe,"['血压监测', '用药依从', '卒中预防', '遵医嘱']"
exp_863,糖尿病管理要结合饮食、运动和监测，主食可用全谷物/杂豆替代一部分精米面；出现低血糖症状（出汗、心慌、手抖）需及时补糖并评估原因,老人养生,慢病管理,96,83,97,safe,"['血糖', '低血糖', '全谷物', '监测']"
exp_864,老年人控盐有助于降低血压风险，建议少吃咸菜、腌制品和高钠加工食品，做菜少放酱油/味精并学会看营养成分表中的钠含量,老人养生,饮食健康,98,87,90,safe,"['低盐', '高血压', '控钠', '饮食']"
exp_865,老年人控盐有助于降低血压风险，建议少吃咸菜、腌制品和高钠加工食品，做菜少放酱油/味精并学会看营养成分表中的钠含量,老人养生,饮食健康,94,87,88,safe,"['低盐', '高血压', '控钠', '饮食']"
exp_866,高血压患者建议固定时间测血压并记录，家庭自测可帮助医生调整方案；擅自停药或频繁换药会增加脑卒中风险，应遵医嘱,老人养生,慢病管理,98,90,97,safe,"['血压监测', '用药依从', '卒中预防', '遵医嘱']"
exp_867,老年人控盐有助于降低血压风险，建议少吃咸菜、腌制品和高钠加工食品，做菜少放酱油/味精并学会看营养成分表中的钠含量,老人养生,饮食健康,91,87,91,safe,"['低盐', '高血压', '控钠', '饮食']"
exp_868,改善睡眠优先从睡眠卫生入手：规律作息、下午避免浓茶咖啡、睡前减少屏幕刺激；长期依赖安眠药可能带来跌倒和认知风险，需在医生指导下调整,老人养生,睡眠养生,92,90,89,safe,"['睡眠卫生', '失眠', '用药风险', '规律作息']"
exp_869,老年抑郁和焦虑并不少见，持续两周以上的情绪低落、兴趣下降或睡眠食欲改变应寻求专业评估；保持社交和适度运动可改善情绪,老人养生,心理健康,94,88,94,safe,"['心理健康', '抑郁', '社交', '运动']"
exp_870,老年人每周累计≥150分钟中等强度有氧运动（快走、骑车等）并配合2-3次力量训练，可延缓肌少症并改善心肺功能；运动强度以能说话但略喘为宜,老人养生,运动养生,92,78,91,safe,"['有氧', '力量训练', '肌少症', '心肺']"
exp_871,高血压患者建议固定时间测血压并记录，家庭自测可帮助医生调整方案；擅自停药或频繁换药会增加脑卒中风险，应遵医嘱,老人养生,慢病管理,93,91,100,safe,"['血压监测', '用药依从', '卒中预防', '遵医嘱']"
exp_872,老年人应保证优质蛋白（鱼蛋奶豆瘦肉）与足量蔬果摄入，钙和维生素D有助于骨骼健康；骨头汤钙含量有限，是否补充钙剂应结合饮食与医生建议,老人养生,营养补充,93,83,89,safe,"['蛋白质', '补钙', '维生素D', '骨健康']"
exp_873,老年人建议接种流感疫苗和肺炎球菌疫苗以降低重症风险，尤其是慢病人群；具体接种时机与禁忌需咨询接种门诊,老人养生,日常养生,99,85,95,safe,"['疫苗', '流感', '肺炎球菌', '预防']"
exp_874,老年抑郁和焦虑并不少见，持续两周以上的情绪低落、兴趣下降或睡眠食欲改变应寻求专业评估；保持社交和适度运动可改善情绪,老人养生,心理健康,97,89,87,safe,"['心理健康', '抑郁', '社交', '运动']"
exp_875,老年人控盐有助于降低血压风险，建议少吃咸菜、腌制品和高钠加工食品，做菜少放酱油/味精并学会看营养成分表中的钠含量,老人养生,饮食健康,95,91,87,safe,"['低盐', '高血压', '控钠', '饮食']"
exp_876,老年人常见多病共存，建议用药清单随身携带并定期做药物复核，避免自行叠加止痛药、感冒药等重复成分；出现不良反应及时就医,老人养生,用药安全,100,87,95,safe,"['多重用药', '药物复核', '不良反应', '安全']"
exp_877,预防跌倒要同时做环境改造（防滑垫、夜灯、卫生间扶手）和能力训练（下肢力量、平衡训练）；起夜时先坐起再站立，减少体位性低血压,老人养生,居家安全,100,90,100,safe,"['防跌倒', '扶手', '平衡训练', '夜灯']"
exp_878,高血压患者建议固定时间测血压并记录，家庭自测可帮助医生调整方案；擅自停药或频繁换药会增加脑卒中风险，应遵医嘱,老人养生,慢病管理,95,85,100,safe,"['血压监测', '用药依从', '卒中预防', '遵医嘱']"
exp_879,老年人常见多病共存，建议用药清单随身携带并定期做药物复核，避免自行叠加止痛药、感冒药等重复成分；出现不良反应及时就医,老人养生,用药安全,99,87,92,safe,"['多重用药', '药物复核', '不良反应', '安全']"
exp_880,糖尿病管理要结合饮食、运动和监测，主食可用全谷物/杂豆替代一部分精米面；出现低血糖症状（出汗、心慌、手抖）需及时补糖并评估原因,老人养生,慢病管理,92,83,96,safe,"['血糖', '低血糖', '全谷物', '监测']"
exp_881,老年人应保证优质蛋白（鱼蛋奶豆瘦肉）与足量蔬果摄入，钙和维生素D有助于骨骼健康；骨头汤钙含量有限，是否补充钙剂应结合饮食与医生建议,老人养生,营养补充,98,84,88,safe,"['蛋白质', '补钙', '维生素D', '骨健康']"
exp_882,预防跌倒要同时做环境改造（防滑垫、夜灯、卫生间扶手）和能力训练（下肢力量、平衡训练）；起夜时先坐起再站立，减少体位性低血压,老人养生,居家安全,100,92,94,safe,"['防跌倒', '扶手', '平衡训练', '夜灯']"
exp_883,老年人控盐有助于降低血压风险，建议少吃咸菜、腌制品和高钠加工食品，做菜少放酱油/味精并学会看营养成分表中的钠含量,老人养生,饮食健康,96,88,97,safe,"['低盐', '高血压', '控钠', '饮食']"
exp_884,老年人常见多病共存，建议用药清单随身携带并定期做药物复核，避免自行叠加止痛药、感冒药等重复成分；出现不良反应及时就医,老人养生,用药安全,95,89,94,safe,"['多重用药', '药物复核', '不良反应', '安全']"
exp_885,老年人建议接种流感疫苗和肺炎球菌疫苗以降低重症风险，尤其是慢病人群；具体接种时机与禁忌需咨询接种门诊,老人养生,日常养生,98,83,87,safe,"['疫苗', '流感', '肺炎球菌', '预防']"
exp_886,高血压患者建议固定时间测血压并记录，家庭自测可帮助医生调整方案；擅自停药或频繁换药会增加脑卒中风险，应遵医嘱,老人养生,慢病管理,96,84,99,safe,"['血压监测', '用药依从', '卒中预防', '遵医嘱']"
exp_887,糖尿病管理要结合饮食、运动和监测，主食可用全谷物/杂豆替代一部分精米面；出现低血糖症状（出汗、心慌、手抖）需及时补糖并评估原因,老人养生,慢病管理,95,90,95,safe,"['血糖', '低血糖', '全谷物', '监测']"
exp_888,高血压患者建议固定时间测血压并记录，家庭自测可帮助医生调整方案；擅自停药或频繁换药会增加脑卒中风险，应遵医嘱,老人养生,慢病管理,94,83,98,safe,"['血压监测', '用药依从', '卒中预防', '遵医嘱']"
exp_889,老年人控盐有助于降低血压风险，建议少吃咸菜、腌制品和高钠加工食品，做菜少放酱油/味精并学会看营养成分表中的钠含量,老人养生,饮食健康,92,95,90,safe,"['低盐', '高血压', '控钠', '饮食']"
exp_890,老年抑郁和焦虑并不少见，持续两周以上的情绪低落、兴趣下降或睡眠食欲改变应寻求专业评估；保持社交和适度运动可改善情绪,老人养生,心理健康,91,79,94,safe,"['心理健康', '抑郁', '社交', '运动']"
